GeneID	Symbol	EnsemblID
51510	CHMP5	ENSG00000086065
79594	MUL1	ENSG00000090432
11081	KERA	ENSG00000139330
9019	MPZL1	ENSG00000197965
79711	IPO4	ENSG00000196497
30827	CXXC1	ENSG00000154832
84445	LZTS2	ENSG00000107816
11130	ZWINT	ENSG00000122952
4295	MLN	ENSG00000096395
51086	TNNI3K	ENSG00000116783
9524	TECR	ENSG00000099797
2187	FANCB	ENSG00000181544
693169	MIR584	ENSG00000207714
29896	TRA2A	ENSG00000164548
79155	TNIP2	ENSG00000168884
6645	SNTB2	ENSG00000168807
3441	IFNA4	ENSG00000236637
2983	GUCY1B1	ENSG00000061918
79831	KDM8	ENSG00000155666
55131	RBM28	ENSG00000106344
25821	MTO1	ENSG00000135297
10579	TACC2	ENSG00000138162
127833	SYT2	ENSG00000143858
11149	BVES	ENSG00000112276
11104	KATNA1	ENSG00000186625
8811	GALR2	ENSG00000182687
7786	MAP3K12	ENSG00000139625
27031	NPHP3	ENSG00000113971
145173	B3GLCT	ENSG00000187676
27303	RBMS3	ENSG00000144642
11145	PLAAT3	ENSG00000176485
10225	CD96	ENSG00000153283
26057	ANKRD17	ENSG00000132466
23456	ABCB10	ENSG00000135776
23216	TBC1D1	ENSG00000065882
6568	SLC17A1	ENSG00000124568
51780	KDM3B	ENSG00000120733
51465	UBE2J1	ENSG00000198833
5699	PSMB10	ENSG00000205220
3795	KHK	ENSG00000138030
6748	SSR4	ENSG00000180879
253827	MSRB3	ENSG00000174099
60312	AFAP1	ENSG00000196526
23446	SLC44A1	ENSG00000070214
10864	SLC22A7	ENSG00000137204
407045	MIR7-3	ENSG00000207630
57338	JPH3	ENSG00000154118
6745	SSR1	ENSG00000124783
2649	NR6A1	ENSG00000148200
4889	NPY5R	ENSG00000164129
1018	CDK3	ENSG00000250506
81610	FAM83D	ENSG00000101447
140564	APOBEC3D	ENSG00000243811
4354	MPP1	ENSG00000130830
56899	ANKS1B	ENSG00000185046
130399	ACVR1C	ENSG00000123612
121642	ALKBH2	ENSG00000189046
10559	SLC35A1	ENSG00000164414
55037	PTCD3	ENSG00000132300
4224	MEP1A	ENSG00000112818
25925	ZNF521	ENSG00000198795
1039	CDR2	ENSG00000140743
83259	PCDH11Y	ENSG00000099715
26035	GLCE	ENSG00000138604
154810	AMOTL1	ENSG00000166025
56916	SMARCAD1	ENSG00000163104
93978	CLEC6A	ENSG00000205846
26985	AP3M1	ENSG00000185009
23139	MAST2	ENSG00000086015
6560	SLC12A4	ENSG00000124067
79755	ZNF750	ENSG00000141579
283460	HNF1A-AS1	ENSG00000241388
25928	SOSTDC1	ENSG00000171243
653220	XAGE1A	ENSG00000204379
10204	NUTF2	ENSG00000102898
9969	MED13	ENSG00000108510
219771	CCNY	ENSG00000108100
27243	CHMP2A	ENSG00000130724
27000	DNAJC2	ENSG00000105821
81611	ANP32E	ENSG00000143401
9491	PSMF1	ENSG00000125818
6629	SNRPB2	ENSG00000125870
406896	MIR103A2	ENSG00000199024
28973	MRPS18B	ENSG00000204568
4253	MIA2	ENSG00000150527
80824	DUSP16	ENSG00000111266
219736	STOX1	ENSG00000165730
9213	XPR1	ENSG00000143324
219285	SAMD9L	ENSG00000177409
785	CACNB4	ENSG00000182389
515	ATP5PB	ENSG00000116459
29079	MED4	ENSG00000136146
222545	GPRC6A	ENSG00000173612
23594	ORC6	ENSG00000091651
1819	DRG2	ENSG00000108591
63035	BCORL1	ENSG00000085185
10600	USP16	ENSG00000156256
10953	TOMM34	ENSG00000025772
10652	YKT6	ENSG00000106636
8545	CGGBP1	ENSG00000163320
5019	OXCT1	ENSG00000083720
3645	INSRR	ENSG00000027644
7140	TNNT3	ENSG00000130595
9580	SOX13	ENSG00000143842
9254	CACNA2D2	ENSG00000007402
8904	CPNE1	ENSG00000214078
3396	MRPL58	ENSG00000167862
1159	CKMT1B	ENSG00000223572
54625	PARP14	ENSG00000173193
10730	YME1L1	ENSG00000136758
6907	TBL1X	ENSG00000101849
55201	MAP1S	ENSG00000130479
8727	CTNNAL1	ENSG00000119326
58472	SQOR	ENSG00000137767
3300	DNAJB2	ENSG00000135924
732253	TDRG1	ENSG00000204091
23389	MED13L	ENSG00000123066
574513	MIR508	ENSG00000207589
84193	SETD3	ENSG00000183576
55080	TAPBPL	ENSG00000139192
2342	FNTB	ENSG00000257365
22976	PAXIP1	ENSG00000157212
11254	SLC6A14	ENSG00000268104
6666	SOX12	ENSG00000177732
25945	NECTIN3	ENSG00000177707
27289	RND1	ENSG00000172602
7982	ST7	ENSG00000004866
146909	KIF18B	ENSG00000186185
9214	FCMR	ENSG00000162894
84708	LNX1	ENSG00000072201
23523	CABIN1	ENSG00000099991
8804	CREG1	ENSG00000143162
8351	H3C4	ENSG00000197409
26054	SENP6	ENSG00000112701
57217	TTC7A	ENSG00000068724
5801	PTPRR	ENSG00000153233
64759	TNS3	ENSG00000136205
113	ADCY7	ENSG00000121281
79651	RHBDF2	ENSG00000129667
23256	SCFD1	ENSG00000092108
5634	PRPS2	ENSG00000101911
3975	LHX1	ENSG00000273706
26118	WSB1	ENSG00000109046
8787	RGS9	ENSG00000108370
373	TRIM23	ENSG00000113595
51806	CALML5	ENSG00000178372
55367	PIDD1	ENSG00000177595
51150	SDF4	ENSG00000078808
55661	DDX27	ENSG00000124228
9960	USP3	ENSG00000140455
55602	CDKN2AIP	ENSG00000168564
55504	TNFRSF19	ENSG00000127863
8224	SYN3	ENSG00000185666
7940	LST1	ENSG00000204482
50840	TAS2R14	ENSG00000212127
27302	BMP10	ENSG00000163217
85409	NKD2	ENSG00000145506
4351	MPI	ENSG00000178802
1620	BRINP1	ENSG00000078725
406883	MIRLET7A3	ENSG00000283990
9337	CNOT8	ENSG00000155508
421	ARVCF	ENSG00000099889
29122	PRSS50	ENSG00000283706
3775	KCNK1	ENSG00000135750
10849	POLR1G	ENSG00000117877
79058	ASPSCR1	ENSG00000169696
9586	CREB5	ENSG00000146592
503637	DUXAP8	ENSG00000206195
55858	TMEM165	ENSG00000134851
50944	SHANK1	ENSG00000161681
23137	SMC5	ENSG00000198887
8895	CPNE3	ENSG00000085719
8669	EIF3J	ENSG00000104131
2710	GK	ENSG00000198814
3050	HBZ	ENSG00000130656
442894	MIR302B	ENSG00000284463
7092	TLL1	ENSG00000038295
375298	CERKL	ENSG00000188452
284695	ZNF326	ENSG00000162664
80142	PTGES2	ENSG00000148334
79868	ALG13	ENSG00000101901
56915	EXOSC5	ENSG00000077348
5349	FXYD3	ENSG00000089356
4237	MFAP2	ENSG00000117122
1109	AKR1C4	ENSG00000198610
81622	UNC93B1	ENSG00000110057
9695	EDEM1	ENSG00000134109
9530	BAG4	ENSG00000156735
5522	PPP2R2C	ENSG00000074211
23474	ETHE1	ENSG00000105755
11261	CHP1	ENSG00000187446
8925	HERC1	ENSG00000103657
8456	FOXN1	ENSG00000109101
166929	SGMS2	ENSG00000164023
8645	KCNK5	ENSG00000164626
376497	SLC27A1	ENSG00000130304
23503	ZFYVE26	ENSG00000072121
442905	MIR337	ENSG00000199151
55971	BAIAP2L1	ENSG00000006453
55752	SEPTIN11	ENSG00000138758
162417	NAGS	ENSG00000161653
60561	RINT1	ENSG00000135249
55617	TASP1	ENSG00000089123
10813	UTP14A	ENSG00000156697
124590	USH1G	ENSG00000182040
55274	PHF10	ENSG00000130024
3448	IFNA14	ENSG00000228083
574508	MIR505	ENSG00000207633
374291	NDUFS7	ENSG00000115286
89884	LHX4	ENSG00000121454
83658	DYNLRB1	ENSG00000125971
9352	TXNL1	ENSG00000091164
8218	CLTCL1	ENSG00000070371
90427	BMF	ENSG00000104081
5504	PPP1R2	ENSG00000184203
29920	PYCR2	ENSG00000143811
4245	MGAT1	ENSG00000131446
79581	SLC52A2	ENSG00000185803
9922	IQSEC1	ENSG00000144711
5523	PPP2R3A	ENSG00000073711
36	ACADSB	ENSG00000196177
58513	EPS15L1	ENSG00000127527
9748	SLK	ENSG00000065613
27130	INVS	ENSG00000119509
319100	TAAR6	ENSG00000146383
221656	KDM1B	ENSG00000165097
8731	RNMT	ENSG00000101654
420	ART4	ENSG00000111339
9340	GLP2R	ENSG00000065325
5132	PDC	ENSG00000116703
79623	GALNT14	ENSG00000158089
57511	COG6	ENSG00000133103
9982	FGFBP1	ENSG00000137440
9071	CLDN10	ENSG00000134873
574028	CLLU1	ENSG00000257127
24140	FTSJ1	ENSG00000068438
144165	PRICKLE1	ENSG00000139174
94274	PPP1R14A	ENSG00000167641
55284	UBE2W	ENSG00000104343
55023	PHIP	ENSG00000146247
54936	ADPRS	ENSG00000116863
29954	POMT2	ENSG00000009830
23762	OSBP2	ENSG00000184792
10531	PITRM1	ENSG00000107959
9915	ARNT2	ENSG00000172379
9841	ZBTB24	ENSG00000112365
5662	PSD	ENSG00000059915
4494	MT1F	ENSG00000198417
56983	POGLUT1	ENSG00000163389
285195	SLC9A9	ENSG00000181804
56997	COQ8A	ENSG00000163050
27067	STAU2	ENSG00000040341
29966	STRN3	ENSG00000196792
26292	MYCBP	ENSG00000214114
7373	COL14A1	ENSG00000187955
6832	SUPV3L1	ENSG00000156502
1479	CSTF3	ENSG00000176102
60386	SLC25A19	ENSG00000125454
117289	TAGAP	ENSG00000164691
79009	DDX50	ENSG00000107625
407056	MIR99B	ENSG00000207550
79902	NUP85	ENSG00000125450
54910	SEMA4C	ENSG00000168758
128240	NAXE	ENSG00000163382
144811	LACC1	ENSG00000179630
4438	MSH4	ENSG00000057468
1562	CYP2C18	ENSG00000108242
55722	CEP72	ENSG00000112877
27286	SRPX2	ENSG00000102359
23556	PIGN	ENSG00000197563
84959	UBASH3B	ENSG00000154127
9066	SYT7	ENSG00000011347
6049	RNF6	ENSG00000127870
29121	CLEC2D	ENSG00000069493
971	CD72	ENSG00000137101
54476	RNF216	ENSG00000011275
25962	VIRMA	ENSG00000164944
494325	MIR376A1	ENSG00000283588
115201	ATG4A	ENSG00000101844
57496	MRTFB	ENSG00000186260
26994	RNF11	ENSG00000123091
159296	NKX2-3	ENSG00000119919
80763	SPX	ENSG00000134548
64601	VPS16	ENSG00000215305
54805	CNNM2	ENSG00000148842
26020	LRP10	ENSG00000197324
25831	HECTD1	ENSG00000092148
7469	NELFA	ENSG00000185049
2814	GP5	ENSG00000178732
25833	POU2F3	ENSG00000137709
27189	IL17C	ENSG00000124391
64784	CRTC3	ENSG00000140577
26512	INTS6	ENSG00000102786
6296	ACSM3	ENSG00000005187
5756	TWF1	ENSG00000151239
9686	VGLL4	ENSG00000144560
3225	HOXC9	ENSG00000180806
4342	MOS	ENSG00000172680
23384	SPECC1L	ENSG00000100014
4121	MAN1A1	ENSG00000111885
1359	CPA3	ENSG00000163751
636	BICD1	ENSG00000151746
140733	MACROD2	ENSG00000172264
64094	SMOC2	ENSG00000112562
10174	SORBS3	ENSG00000120896
407052	MIR95	ENSG00000207807
51639	SF3B6	ENSG00000115128
9887	SMG7	ENSG00000116698
5146	PDE6C	ENSG00000095464
4493	MT1E	ENSG00000169715
1174	AP1S1	ENSG00000106367
80314	EPC1	ENSG00000120616
25794	FSCN2	ENSG00000186765
9333	TGM5	ENSG00000104055
10815	CPLX1	ENSG00000168993
529	ATP6V1E1	ENSG00000131100
79004	CUEDC2	ENSG00000107874
54596	L1TD1	ENSG00000240563
5202	PFDN2	ENSG00000143256
114569	MAL2	ENSG00000147676
91624	NEXN	ENSG00000162614
9244	CRLF1	ENSG00000006016
7165	TPD52L2	ENSG00000101150
318	NUDT2	ENSG00000164978
377630	USP17L2	ENSG00000223443
2967	GTF2H3	ENSG00000111358
1183	CLCN4	ENSG00000073464
6001	RGS10	ENSG00000148908
116985	ARAP1	ENSG00000186635
8871	SYNJ2	ENSG00000078269
57619	SHROOM3	ENSG00000138771
26090	ABHD12	ENSG00000100997
10067	SCAMP3	ENSG00000116521
6168	RPL37A	ENSG00000197756
51274	KLF3	ENSG00000109787
23203	PMPCA	ENSG00000165688
9457	FHL5	ENSG00000112214
8491	MAP4K3	ENSG00000011566
2000	ELF4	ENSG00000102034
84818	IL17RC	ENSG00000163702
64386	MMP25	ENSG00000008516
10195	ALG3	ENSG00000214160
100302246	MIR1301	ENSG00000221445
51763	INPP5K	ENSG00000132376
205	AK4	ENSG00000162433
168002	DACT2	ENSG00000164488
139341	FUNDC1	ENSG00000069509
9545	RAB3D	ENSG00000105514
2895	GRID2	ENSG00000152208
81788	NUAK2	ENSG00000163545
158326	FREM1	ENSG00000164946
4825	NKX6-1	ENSG00000163623
3340	NDST1	ENSG00000070614
3241	HPCAL1	ENSG00000115756
1196	CLK2	ENSG00000176444
678	ZFP36L2	ENSG00000152518
1496	CTNNA2	ENSG00000066032
394	ARHGAP5	ENSG00000100852
115761	ARL11	ENSG00000152213
23635	SSBP2	ENSG00000145687
8928	FOXH1	ENSG00000160973
6867	TACC1	ENSG00000147526
57175	CORO1B	ENSG00000172725
359948	IRF2BP2	ENSG00000168264
25782	RAB3GAP2	ENSG00000118873
5506	PPP1R3A	ENSG00000154415
65059	RAPH1	ENSG00000173166
9667	SAFB2	ENSG00000130254
131474	CHCHD4	ENSG00000163528
11180	WDR6	ENSG00000178252
4635	MYL4	ENSG00000198336
3275	PRMT2	ENSG00000160310
1325	CORT	ENSG00000241563
79969	ATAT1	ENSG00000137343
80725	SRCIN1	ENSG00000277363
81542	TMX1	ENSG00000139921
57216	VANGL2	ENSG00000162738
768219	MIR802	ENSG00000211590
406965	MIR190A	ENSG00000211137
338917	VSX2	ENSG00000119614
140453	MUC17	ENSG00000169876
22994	CEP131	ENSG00000141577
100151683	RNU4ATAC	ENSG00000264229
79751	SLC25A22	ENSG00000177542
11334	TUSC2	ENSG00000114383
33	ACADL	ENSG00000115361
574457	MIR181D	ENSG00000207585
116173	CMTM5	ENSG00000166091
79869	CPSF7	ENSG00000149532
11178	LZTS1	ENSG00000061337
11011	TLK2	ENSG00000146872
58480	RHOU	ENSG00000116574
50813	COPS7A	ENSG00000111652
23223	RRP12	ENSG00000052749
56902	PNO1	ENSG00000115946
6726	SRP9	ENSG00000143742
10297	APC2	ENSG00000115266
492	ATP2B3	ENSG00000067842
23624	CBLC	ENSG00000142273
8812	CCNK	ENSG00000090061
1470	CST2	ENSG00000170369
7286	TUFT1	ENSG00000143367
5002	SLC22A18	ENSG00000110628
3420	IDH3B	ENSG00000101365
3052	HCCS	ENSG00000004961
23786	BCL2L13	ENSG00000099968
11061	CNMD	ENSG00000136110
10811	NOXA1	ENSG00000188747
9044	BTAF1	ENSG00000095564
8891	EIF2B3	ENSG00000070785
80274	SCUBE1	ENSG00000159307
80243	PREX2	ENSG00000046889
80207	OPA3	ENSG00000125741
27292	DIMT1	ENSG00000086189
5288	PIK3C2G	ENSG00000139144
2953	GSTT2	ENSG00000099984
92211	CDHR1	ENSG00000148600
9248	GPR50	ENSG00000102195
23350	U2SURP	ENSG00000163714
2563	GABRD	ENSG00000187730
23406	COTL1	ENSG00000103187
10469	TIMM44	ENSG00000104980
57539	WDR35	ENSG00000118965
50856	CLEC4A	ENSG00000111729
9406	ZRANB2	ENSG00000132485
6799	SULT1A2	ENSG00000197165
100302187	MIR1297	ENSG00000283126
51192	CKLF	ENSG00000217555
10535	RNASEH2A	ENSG00000104889
10123	ARL4C	ENSG00000188042
101669762	BLACAT1	ENSG00000281406
90417	KNSTRN	ENSG00000128944
7379	UPK2	ENSG00000110375
84695	LOXL3	ENSG00000115318
2779	GNAT1	ENSG00000114349
57561	ARRDC3	ENSG00000113369
1979	EIF4EBP2	ENSG00000148730
23568	ARL2BP	ENSG00000102931
23304	UBR2	ENSG00000024048
9862	MED24	ENSG00000008838
3626	INHBC	ENSG00000175189
80705	TSGA10	ENSG00000135951
8724	SNX3	ENSG00000112335
200958	MUC20	ENSG00000176945
65250	CPLANE1	ENSG00000197603
8507	ENC1	ENSG00000171617
7380	UPK3A	ENSG00000100373
1608	DGKG	ENSG00000058866
1357	CPA1	ENSG00000091704
728192	LINC00460	ENSG00000233532
84296	GINS4	ENSG00000147536
78986	DUSP26	ENSG00000133878
9785	DHX38	ENSG00000140829
118856	MMP21	ENSG00000154485
5151	PDE8A	ENSG00000073417
10762	NUP50	ENSG00000093000
8968	H3C7	ENSG00000277775
8516	ITGA8	ENSG00000077943
81846	SBF2	ENSG00000133812
51082	POLR1D	ENSG00000186184
23075	SWAP70	ENSG00000133789
79738	BBS10	ENSG00000179941
23245	ASTN2	ENSG00000148219
23090	ZNF423	ENSG00000102935
1993	ELAVL2	ENSG00000107105
113146	AHNAK2	ENSG00000185567
23185	LARP4B	ENSG00000107929
7411	VBP1	ENSG00000155959
6838	SURF6	ENSG00000148296
23198	PSME4	ENSG00000068878
9295	SRSF11	ENSG00000116754
286826	LIN9	ENSG00000183814
9039	UBA3	ENSG00000144744
220202	ATOH7	ENSG00000179774
4294	MAP3K10	ENSG00000130758
1662	DDX10	ENSG00000178105
343641	TGM6	ENSG00000166948
29801	ZDHHC8	ENSG00000099904
85477	SCIN	ENSG00000006747
29950	SERTAD1	ENSG00000197019
29889	GNL2	ENSG00000134697
22920	KIFAP3	ENSG00000075945
283652	SLC24A5	ENSG00000188467
79039	DDX54	ENSG00000123064
27332	ZNF638	ENSG00000075292
6668	SP2	ENSG00000167182
2872	MKNK2	ENSG00000099875
5147	PDE6D	ENSG00000156973
116379	IL22RA2	ENSG00000164485
1944	EFNA3	ENSG00000143590
171024	SYNPO2	ENSG00000172403
57446	NDRG3	ENSG00000101079
54518	APBB1IP	ENSG00000077420
51660	MPC1	ENSG00000060762
1840	DTX1	ENSG00000135144
51497	NELFCD	ENSG00000101158
138050	HGSNAT	ENSG00000165102
64122	FN3K	ENSG00000167363
7087	ICAM5	ENSG00000105376
6259	RYK	ENSG00000163785
132884	EVC2	ENSG00000173040
50833	TAS2R16	ENSG00000128519
51421	AMOTL2	ENSG00000114019
10202	DHRS2	ENSG00000100867
84236	RHBDD1	ENSG00000144468
84140	FAM161A	ENSG00000170264
23582	CCNDBP1	ENSG00000166946
5232	PGK2	ENSG00000170950
5357	PLS1	ENSG00000120756
51649	MRPS23	ENSG00000181610
5413	SEPTIN5	ENSG00000184702
5204	PFDN5	ENSG00000123349
142680	SLC34A3	ENSG00000198569
57505	AARS2	ENSG00000124608
84196	USP48	ENSG00000090686
79705	LRRK1	ENSG00000154237
22999	RIMS1	ENSG00000079841
4821	NKX2-2	ENSG00000125820
1472	CST4	ENSG00000101441
80216	ALPK1	ENSG00000073331
11336	EXOC3	ENSG00000180104
8560	DEGS1	ENSG00000143753
146206	CARMIL2	ENSG00000159753
7365	UGT2B10	ENSG00000109181
56257	MEPCE	ENSG00000146834
54931	TRMT10C	ENSG00000174173
26284	ERAL1	ENSG00000132591
2907	GRINA	ENSG00000178719
79657	RPAP3	ENSG00000005175
5100	PCDH8	ENSG00000136099
284110	GSDMA	ENSG00000167914
58494	JAM2	ENSG00000154721
89941	RHOT2	ENSG00000140983
26065	LSM14A	ENSG00000257103
55075	UACA	ENSG00000137831
50618	ITSN2	ENSG00000198399
3004	GZMM	ENSG00000197540
54704	PDP1	ENSG00000164951
3213	HOXB3	ENSG00000120093
6305	SBF1	ENSG00000100241
3250	HPR	ENSG00000261701
27335	EIF3K	ENSG00000178982
83732	RIOK1	ENSG00000124784
80254	CEP63	ENSG00000182923
57532	NUFIP2	ENSG00000108256
10424	PGRMC2	ENSG00000164040
6234	RPS28	ENSG00000233927
55654	TMEM127	ENSG00000135956
957	ENTPD5	ENSG00000187097
100302692	FTX	ENSG00000230590
84106	PRAM1	ENSG00000133246
10902	BRD8	ENSG00000112983
7011	TEP1	ENSG00000129566
149041	RC3H1	ENSG00000135870
55800	SCN3B	ENSG00000166257
10218	ANGPTL7	ENSG00000171819
6330	SCN4B	ENSG00000177098
100996717	NOTCH2NLC	ENSG00000286219
2980	GUCA2A	ENSG00000197273
3449	IFNA16	ENSG00000147885
830	CAPZA2	ENSG00000198898
10497	UNC13B	ENSG00000198722
55823	VPS11	ENSG00000160695
535	ATP6V0A1	ENSG00000033627
56893	UBQLN4	ENSG00000160803
26155	NOC2L	ENSG00000188976
64854	USP46	ENSG00000109189
9742	IFT140	ENSG00000187535
54551	MAGEL2	ENSG00000254585
51603	METTL13	ENSG00000010165
9455	HOMER2	ENSG00000103942
669	BPGM	ENSG00000172331
51466	EVL	ENSG00000196405
100126310	MIR876	ENSG00000215966
2005	ELK4	ENSG00000158711
7881	KCNAB1	ENSG00000169282
6875	TAF4B	ENSG00000141384
29803	REPIN1	ENSG00000214022
23107	MRPS27	ENSG00000113048
11176	BAZ2A	ENSG00000076108
2999	GZMH	ENSG00000100450
254394	MCM9	ENSG00000111877
83716	CRISPLD2	ENSG00000103196
55236	UBA6	ENSG00000033178
5778	PTPN7	ENSG00000143851
10206	TRIM13	ENSG00000204977
55905	RNF114	ENSG00000124226
8745	ADAM23	ENSG00000114948
271	AMPD2	ENSG00000116337
253461	ZBTB38	ENSG00000177311
29887	SNX10	ENSG00000086300
23358	USP24	ENSG00000162402
8611	PLPP1	ENSG00000067113
54881	TEX10	ENSG00000136891
9481	SLC25A27	ENSG00000153291
1088	CEACAM8	ENSG00000124469
340205	TREML1	ENSG00000161911
30837	SOCS7	ENSG00000274211
4705	NDUFA10	ENSG00000130414
3242	HPD	ENSG00000158104
1805	DPT	ENSG00000143196
23057	NMNAT2	ENSG00000157064
11116	CEP43	ENSG00000213066
7044	LEFTY2	ENSG00000143768
1144	CHRND	ENSG00000135902
11226	GALNT6	ENSG00000139629
64785	GINS3	ENSG00000181938
5926	ARID4A	ENSG00000032219
3854	KRT6B	ENSG00000185479
1146	CHRNG	ENSG00000196811
5261	PHKG2	ENSG00000156873
2121	EVC	ENSG00000072840
27257	LSM1	ENSG00000175324
27244	SESN1	ENSG00000080546
23529	CLCF1	ENSG00000175505
6182	MRPL12	ENSG00000262814
3543	IGLL1	ENSG00000128322
2865	FFAR3	ENSG00000185897
1259	CNGA1	ENSG00000198515
645	BLVRB	ENSG00000090013
10082	GPC6	ENSG00000183098
55720	TSR1	ENSG00000167721
10526	IPO8	ENSG00000133704
9114	ATP6V0D1	ENSG00000159720
8970	H2BC11	ENSG00000124635
59344	ALOXE3	ENSG00000179148
5269	SERPINB6	ENSG00000124570
90268	OTULIN	ENSG00000154124
29992	PILRA	ENSG00000085514
9411	ARHGAP29	ENSG00000137962
6526	SLC5A3	ENSG00000198743
2564	GABRE	ENSG00000102287
80153	EDC3	ENSG00000179151
494328	MIR379	ENSG00000199088
5549	PRELP	ENSG00000188783
495	ATP4A	ENSG00000105675
84706	GPT2	ENSG00000166123
10636	RGS14	ENSG00000169220
5355	PLP2	ENSG00000102007
3899	AFF3	ENSG00000144218
92345	NAF1	ENSG00000145414
51371	POMP	ENSG00000132963
10620	ARID3B	ENSG00000179361
6457	SH3GL3	ENSG00000140600
7360	UGP2	ENSG00000169764
100126314	MIR877	ENSG00000216101
54512	EXOSC4	ENSG00000178896
29940	DSE	ENSG00000111817
723778	MIR650	ENSG00000284049
654434	SNHG20	ENSG00000234912
8857	FCGBP	ENSG00000275395
257144	GCSAM	ENSG00000174500
26100	WIPI2	ENSG00000157954
55754	TMEM30A	ENSG00000112697
6096	RORB	ENSG00000198963
53918	PELO	ENSG00000152684
10518	CIB2	ENSG00000136425
27241	BBS9	ENSG00000122507
9662	CEP135	ENSG00000174799
3096	HIVEP1	ENSG00000095951
79677	SMC6	ENSG00000163029
58503	OPRPN	ENSG00000171199
56892	TCIM	ENSG00000176907
50801	KCNK4	ENSG00000182450
23294	ANKS1A	ENSG00000064999
5995	RGR	ENSG00000148604
25859	PART1	ENSG00000152931
5134	PDCD2	ENSG00000071994
84883	AIFM2	ENSG00000042286
55211	DPPA4	ENSG00000121570
10063	COX17	ENSG00000138495
8972	MGAM	ENSG00000257335
50488	MINK1	ENSG00000141503
84651	SPINK7	ENSG00000145879
79191	IRX3	ENSG00000177508
728294	D2HGDH	ENSG00000180902
340024	SLC6A19	ENSG00000174358
54442	KCTD5	ENSG00000167977
10094	ARPC3	ENSG00000111229
7783	ZP2	ENSG00000103310
5201	PFDN1	ENSG00000113068
80335	WDR82	ENSG00000164091
57647	DHX37	ENSG00000150990
26468	LHX6	ENSG00000106852
9095	TBX19	ENSG00000143178
7978	MTERF1	ENSG00000127989
78987	CRELD1	ENSG00000163703
64852	TUT1	ENSG00000149016
11001	SLC27A2	ENSG00000140284
9023	CH25H	ENSG00000138135
1112	FOXN3	ENSG00000053254
4051	CYP4F3	ENSG00000186529
1877	E4F1	ENSG00000167967
5257	PHKB	ENSG00000102893
10393	ANAPC10	ENSG00000164162
8170	SLC14A2	ENSG00000132874
7813	EVI5	ENSG00000067208
3419	IDH3A	ENSG00000166411
55536	CDCA7L	ENSG00000164649
2046	EPHA8	ENSG00000070886
29082	CHMP4A	ENSG00000254505
81887	LAS1L	ENSG00000001497
53632	PRKAG3	ENSG00000115592
192670	AGO4	ENSG00000134698
10904	BLCAP	ENSG00000166619
8698	S1PR4	ENSG00000125910
9815	GIT2	ENSG00000139436
9706	ULK2	ENSG00000083290
11025	LILRB3	ENSG00000204577
10053	AP1M2	ENSG00000129354
124872	B4GALNT2	ENSG00000167080
22866	CNKSR2	ENSG00000149970
55833	UBAP2	ENSG00000137073
26056	RAB11FIP5	ENSG00000135631
8631	SKAP1	ENSG00000141293
225689	MAPK15	ENSG00000181085
203547	VMA21	ENSG00000160131
58533	SNX6	ENSG00000129515
55187	VPS13D	ENSG00000048707
9373	PLAA	ENSG00000137055
2570	GABRR2	ENSG00000111886
26013	L3MBTL1	ENSG00000185513
100126337	MIR509-3	ENSG00000212014
129563	DIS3L2	ENSG00000144535
80835	TAS1R1	ENSG00000173662
9024	BRSK2	ENSG00000174672
272	AMPD3	ENSG00000133805
84539	MCHR2	ENSG00000152034
80306	MED28	ENSG00000118579
57733	GBA3	ENSG00000249948
57215	THAP11	ENSG00000168286
55290	BRF2	ENSG00000104221
55699	IARS2	ENSG00000067704
53637	S1PR5	ENSG00000180739
23269	MGA	ENSG00000174197
143689	PIWIL4	ENSG00000134627
23212	RRS1	ENSG00000179041
8555	CDC14B	ENSG00000081377
27333	GOLIM4	ENSG00000173905
8911	CACNA1I	ENSG00000100346
59269	HIVEP3	ENSG00000127124
7475	WNT6	ENSG00000115596
6173	RPL36A	ENSG00000241343
51202	DDX47	ENSG00000213782
84100	ARL6	ENSG00000113966
79753	SNIP1	ENSG00000163877
10654	PMVK	ENSG00000163344
84466	MEGF10	ENSG00000145794
22995	CEP152	ENSG00000103995
5994	RFXAP	ENSG00000133111
114044	MCM3AP-AS1	ENSG00000215424
83932	SPRTN	ENSG00000010072
8508	NIPSNAP1	ENSG00000184117
5150	PDE7A	ENSG00000205268
27245	AHDC1	ENSG00000126705
10462	CLEC10A	ENSG00000132514
3442	IFNA5	ENSG00000147873
167691	LCA5	ENSG00000135338
64858	DCLRE1B	ENSG00000118655
64327	LMBR1	ENSG00000105983
8464	SUPT3H	ENSG00000196284
64393	ZMAT3	ENSG00000172667
5049	PAFAH1B2	ENSG00000168092
733	C8G	ENSG00000176919
574033	MIR18B	ENSG00000283931
57758	SCUBE2	ENSG00000175356
9410	SNRNP40	ENSG00000060688
64388	GREM2	ENSG00000180875
22818	COPZ1	ENSG00000111481
4147	MATN2	ENSG00000132561
57488	ESYT2	ENSG00000117868
56246	MRAP	ENSG00000170262
10590	SCGN	ENSG00000079689
10152	ABI2	ENSG00000138443
4064	CD180	ENSG00000134061
286204	CRB2	ENSG00000148204
64216	TFB2M	ENSG00000162851
51582	AZIN1	ENSG00000155096
6235	RPS29	ENSG00000213741
57085	AGTRAP	ENSG00000177674
55422	ZNF331	ENSG00000130844
23025	UNC13A	ENSG00000130477
10300	KATNB1	ENSG00000140854
