cell_type,gene,num_hits,num_screens,gene_ensembl
Glandular*,CFLAR,1,203,ENSG00000003402
Glandular*,CGB,1,203,
Glandular*,CGB7,1,203,ENSG00000196337
Glandular*,CHCHD6,1,203,ENSG00000159685
Glandular*,CHD1,1,203,ENSG00000153922
Glandular*,CHD8,1,203,ENSG00000100888
Glandular*,CHPT1,1,203,ENSG00000111666
Glandular*,CHST3,1,203,ENSG00000122863
Glandular*,CHTOP,1,203,ENSG00000160679
Glandular*,CILP,1,203,ENSG00000138615
Glandular*,CKMT1A,1,203,ENSG00000223572
Glandular*,CLCF1,1,203,ENSG00000175505
Glandular*,CLDN18,1,203,ENSG00000066405
Glandular*,CLDN22,1,203,ENSG00000177300
Glandular*,CLEC10A,1,203,ENSG00000132514
Glandular*,CLEC4D,1,203,ENSG00000166527
Glandular*,CLPTM1,1,203,ENSG00000104853
Glandular*,CLPX,1,203,ENSG00000166855
Glandular*,CMTM3,1,203,ENSG00000140931
Glandular*,CMTM7,1,203,ENSG00000153551
Glandular*,CNMD,1,203,ENSG00000136110
Glandular*,CNNM4,1,203,ENSG00000158158
Glandular*,CNOT9,1,203,ENSG00000144580
Glandular*,CNPY4,1,203,ENSG00000166997
Glandular*,CNTNAP3,1,203,ENSG00000106714
Glandular*,COL5A1,1,203,ENSG00000130635
Glandular*,COLEC12,1,203,ENSG00000158270
Glandular*,COMMD7,1,203,ENSG00000149600
Glandular*,COQ3,1,203,ENSG00000132423
Glandular*,COTL1,1,203,ENSG00000103187
Glandular*,CPA3,1,203,ENSG00000163751
Glandular*,CR1L,1,203,ENSG00000197721
Glandular*,CRIP3,1,203,ENSG00000146215
Glandular*,CRK,1,203,ENSG00000167193
Glandular*,CRTC3,1,203,ENSG00000140577
Glandular*,CRYBA2,1,203,ENSG00000163499
Glandular*,CRYGA,1,203,ENSG00000168582
Glandular*,CRYL1,1,203,ENSG00000165475
Glandular*,CSAD,1,203,ENSG00000139631
Glandular*,CSNK1D,1,203,ENSG00000141551
Glandular*,CSRNP1,1,203,ENSG00000144655
Glandular*,CST1,1,203,ENSG00000170373
Glandular*,CTC-260F20.3,1,203,
Glandular*,CTSH,1,203,ENSG00000103811
Glandular*,CUL5,1,203,ENSG00000166266
Glandular*,CWC15,1,203,ENSG00000150316
Glandular*,CXCR5,1,203,ENSG00000160683
Glandular*,CXXC1,1,203,ENSG00000154832
Glandular*,CXorf56,1,203,
Glandular*,CYB5A,1,203,ENSG00000166347
Glandular*,CYB5B,1,203,ENSG00000103018
Glandular*,CYB5R4,1,203,ENSG00000065615
Glandular*,CYFIP1,1,203,ENSG00000273749
Glandular*,CYP26B1,1,203,ENSG00000003137
Glandular*,CYP2W1,1,203,ENSG00000073067
Glandular*,DDX17,1,203,ENSG00000100201
Glandular*,DEFB114,1,203,ENSG00000177684
Glandular*,DEK,1,203,ENSG00000124795
Glandular*,DENND1B,1,203,ENSG00000213047
Glandular*,DET1,1,203,ENSG00000140543
Glandular*,DGKD,1,203,ENSG00000077044
Glandular*,DHRS13,1,203,ENSG00000167536
Glandular*,DHX30,1,203,ENSG00000132153
Glandular*,DISC1,1,203,ENSG00000162946
Glandular*,DLG5,1,203,ENSG00000151208
Glandular*,DLGAP2,1,203,ENSG00000198010
Glandular*,DLX2,1,203,ENSG00000115844
Glandular*,DMAC1,1,203,ENSG00000137038
Glandular*,DNAJA1,1,203,ENSG00000086061
Glandular*,DNAJB11,1,203,ENSG00000090520
Glandular*,DNAJB8,1,203,ENSG00000179407
Glandular*,DNAJC19,1,203,ENSG00000205981
Glandular*,DNAJC5,1,203,ENSG00000101152
Glandular*,DNASE1,1,203,ENSG00000213918
Glandular*,DNMT3B,1,203,ENSG00000088305
Glandular*,DOCK5,1,203,ENSG00000147459
Glandular*,DOT1L,1,203,ENSG00000104885
Glandular*,DPP7,1,203,ENSG00000176978
Glandular*,DPY30,1,203,ENSG00000162961
Glandular*,DSP,1,203,ENSG00000096696
Glandular*,DUSP19,1,203,ENSG00000162999
Glandular*,DUSP21,1,203,ENSG00000189037
Glandular*,DUSP26,1,203,ENSG00000133878
Glandular*,DUSP3,1,203,ENSG00000108861
Glandular*,DUX4L1,1,203,
Glandular*,DUX4L3,1,203,
Glandular*,DUX4L4,1,203,
Glandular*,DUX4L5,1,203,
Glandular*,DUX4L7,1,203,
Glandular*,DVL1,1,203,ENSG00000107404
Glandular*,DYRK1A,1,203,ENSG00000157540
Glandular*,DYSF,1,203,ENSG00000135636
Glandular*,EBI3,1,203,ENSG00000105246
Glandular*,EDC4,1,203,ENSG00000038358
Glandular*,EDF1,1,203,ENSG00000107223
Glandular*,EDRF1,1,203,ENSG00000107938
Glandular*,EHBP1L1,1,203,ENSG00000173442
Glandular*,EIF2AK4,1,203,ENSG00000128829
Glandular*,EIF2D,1,203,ENSG00000143486
Glandular*,ELF3,1,203,ENSG00000163435
Glandular*,ELMO2,1,203,ENSG00000062598
Glandular*,ELOVL7,1,203,ENSG00000164181
Glandular*,EMC9,1,203,ENSG00000100908
Glandular*,EML2-AS1,1,203,ENSG00000267757
Glandular*,EML4,1,203,ENSG00000143924
Glandular*,ENGASE,1,203,ENSG00000167280
Glandular*,ERBB2,1,203,ENSG00000141736
Glandular*,ERGIC3,1,203,ENSG00000125991
Glandular*,ERI2,1,203,ENSG00000196678
Glandular*,ESCO2,1,203,ENSG00000171320
Glandular*,ESYT3,1,203,ENSG00000158220
Glandular*,EVX1,1,203,ENSG00000106038
Glandular*,EZH1,1,203,ENSG00000108799
Glandular*,F8A1,1,203,ENSG00000288722
Glandular*,FAAP100,1,203,ENSG00000185504
Glandular*,FAAP24,1,203,ENSG00000131944
Glandular*,FADD,1,203,ENSG00000168040
Glandular*,FADS1,1,203,ENSG00000149485
Glandular*,FADS6,1,203,ENSG00000172782
Glandular*,FAM187B,1,203,ENSG00000177558
Glandular*,FAM207A,1,203,
Glandular*,FAM221B,1,203,ENSG00000204930
Glandular*,FAM49A,1,203,
Glandular*,FAM57A,1,203,
Glandular*,FAM83D,1,203,ENSG00000101447
Glandular*,FAM91A1,1,203,ENSG00000176853
Glandular*,FANCI,1,203,ENSG00000140525
Glandular*,FASTKD5,1,203,ENSG00000215251
Glandular*,FBXL19,1,203,ENSG00000099364
Glandular*,FBXW11,1,203,ENSG00000072803
Glandular*,FBXW2,1,203,ENSG00000119402
Glandular*,FDX1,1,203,ENSG00000137714
Glandular*,FERMT1,1,203,ENSG00000101311
Glandular*,FGF1,1,203,ENSG00000113578
Glandular*,FGFR1OP2,1,203,ENSG00000111790
Glandular*,FKBP10,1,203,ENSG00000141756
Glandular*,FLJ25363,1,203,
Glandular*,FMNL3,1,203,ENSG00000161791
Glandular*,FOLH1,1,203,ENSG00000086205
Glandular*,FOSL1,1,203,ENSG00000175592
Glandular*,FOXA2,1,203,ENSG00000125798
Glandular*,FOXJ3,1,203,ENSG00000198815
Glandular*,FOXK2,1,203,ENSG00000141568
Glandular*,FRG1,1,203,ENSG00000109536
Glandular*,FRG1BP,1,203,
Glandular*,FTCD,1,203,ENSG00000160282
Glandular*,FTMT,1,203,ENSG00000181867
Glandular*,FUOM,1,203,ENSG00000148803
Glandular*,FURIN,1,203,ENSG00000140564
Glandular*,FUT5,1,203,ENSG00000130383
Glandular*,FUT6,1,203,ENSG00000156413
Glandular*,FUT7,1,203,ENSG00000180549
Glandular*,FXYD7,1,203,ENSG00000221946
Glandular*,FZR1,1,203,ENSG00000105325
Glandular*,G3BP1,1,203,ENSG00000145907
Glandular*,G6PC3,1,203,ENSG00000141349
Glandular*,G6PD,1,203,ENSG00000160211
Glandular*,GAD2,1,203,ENSG00000136750
Glandular*,GALNT15,1,203,ENSG00000131386
Glandular*,GAS7,1,203,ENSG00000007237
Glandular*,GATAD1,1,203,ENSG00000157259
Glandular*,GATAD2A,1,203,ENSG00000167491
Glandular*,GATAD2B,1,203,ENSG00000143614
Glandular*,GATB,1,203,ENSG00000059691
Glandular*,GATD1,1,203,ENSG00000177225
Glandular*,GATS,1,203,
Glandular*,GBGT1,1,203,ENSG00000148288
Glandular*,GDI2,1,203,ENSG00000057608
Glandular*,GDPD5,1,203,ENSG00000158555
Glandular*,GFM2,1,203,ENSG00000164347
Glandular*,GGN,1,203,ENSG00000179168
Glandular*,GID8,1,203,ENSG00000101193
Glandular*,GLO1,1,203,ENSG00000124767
Glandular*,GNA12,1,203,ENSG00000146535
Glandular*,GNG11,1,203,ENSG00000127920
Glandular*,GNG13,1,203,ENSG00000127588
Glandular*,GNLY,1,203,ENSG00000115523
Glandular*,GOLGA6L1,1,203,ENSG00000273976
Glandular*,GOLGA6L22,1,203,ENSG00000237850
Glandular*,GPER1,1,203,ENSG00000164850
Glandular*,GPHB5,1,203,ENSG00000179600
Glandular*,GPR78,1,203,ENSG00000155269
Glandular*,GPX2,1,203,ENSG00000176153
Glandular*,GREM2,1,203,ENSG00000180875
Glandular*,GRIK3,1,203,ENSG00000163873
Glandular*,GRIK5,1,203,ENSG00000105737
Glandular*,GRIN3B,1,203,ENSG00000116032
Glandular*,GRK2,1,203,ENSG00000173020
Glandular*,GRM7,1,203,ENSG00000196277
Glandular*,GSTK1,1,203,ENSG00000197448
Glandular*,GSTT2B,1,203,ENSG00000133433
Glandular*,GSX2,1,203,ENSG00000180613
Glandular*,GTF2H2,1,203,ENSG00000145736
Glandular*,GTF3C6,1,203,ENSG00000155115
Glandular*,GTPBP10,1,203,ENSG00000105793
Glandular*,GTPBP3,1,203,ENSG00000130299
Glandular*,GTPBP6_X,1,203,
Glandular*,GTPBP8,1,203,ENSG00000163607
Glandular*,H3F3B,1,203,
Glandular*,HACL1,1,203,ENSG00000131373
Glandular*,HAS3,1,203,ENSG00000103044
Glandular*,HASPIN,1,203,ENSG00000177602
Glandular*,HCLS1,1,203,ENSG00000180353
Glandular*,HCN1,1,203,ENSG00000164588
Glandular*,HDAC4,1,203,ENSG00000068024
Glandular*,HDAC6,1,203,ENSG00000094631
Glandular*,HDGFL2,1,203,ENSG00000167674
Glandular*,HDHD2,1,203,ENSG00000167220
Glandular*,HDHD3,1,203,ENSG00000119431
Glandular*,HEATR9,1,203,ENSG00000270379
Glandular*,HERC1,1,203,ENSG00000103657
Glandular*,HEXIM2,1,203,ENSG00000168517
Glandular*,HEY2,1,203,ENSG00000135547
Glandular*,HGC6.3,1,203,
Glandular*,HIC2,1,203,ENSG00000169635
Glandular*,HIGD1C,1,203,ENSG00000214511
Glandular*,HIKESHI,1,203,ENSG00000149196
Glandular*,HIST1H1D,1,203,
Glandular*,HIST1H3B,1,203,
Glandular*,HIST2H2BF,1,203,
Glandular*,HMGB4,1,203,ENSG00000176256
Glandular*,HNRNPUL2,1,203,ENSG00000214753
Glandular*,HPS3,1,203,ENSG00000163755
Glandular*,HS3ST5,1,203,ENSG00000249853
Glandular*,HSBP1,1,203,ENSG00000230989
Glandular*,HSD11B2,1,203,ENSG00000176387
Glandular*,HSFX2,1,203,ENSG00000268738
Glandular*,HSP90AB1,1,203,ENSG00000096384
Glandular*,HSPE1-MOB4,1,203,ENSG00000270757
Glandular*,HTRA2,1,203,ENSG00000115317
Glandular*,IBA57,1,203,ENSG00000181873
Glandular*,ICE2,1,203,ENSG00000128915
Glandular*,IER2,1,203,ENSG00000160888
Glandular*,IFFO1,1,203,ENSG00000010295
Glandular*,IGHV7-81,1,203,
Glandular*,IKBKE,1,203,ENSG00000263528
Glandular*,IL3,1,203,ENSG00000164399
Glandular*,ILVBL,1,203,ENSG00000105135
Glandular*,INA,1,203,ENSG00000148798
Glandular*,ING3,1,203,ENSG00000071243
Glandular*,INO80C,1,203,ENSG00000153391
Glandular*,INPP5A,1,203,ENSG00000068383
Glandular*,INPP5F,1,203,ENSG00000198825
Glandular*,INTS10,1,203,ENSG00000104613
Glandular*,IPPK,1,203,ENSG00000127080
Glandular*,ISY1-RAB43,1,203,ENSG00000261796
Glandular*,ITGA3,1,203,ENSG00000005884
Glandular*,ITGAL,1,203,ENSG00000005844
Glandular*,ITGAV,1,203,ENSG00000138448
Glandular*,ITPK1,1,203,ENSG00000100605
Glandular*,ITPKB,1,203,ENSG00000143772
Glandular*,JDP2,1,203,ENSG00000140044
Glandular*,JMJD6,1,203,ENSG00000070495
Glandular*,JPH1,1,203,ENSG00000104369
Glandular*,JUP,1,203,ENSG00000173801
Glandular*,KCNK13,1,203,ENSG00000152315
Glandular*,KCNS2,1,203,ENSG00000156486
Glandular*,KDM4A,1,203,ENSG00000066135
Glandular*,KDM6A,1,203,ENSG00000147050
Glandular*,KDM6B,1,203,ENSG00000132510
Glandular*,KDSR,1,203,ENSG00000119537
Glandular*,KEAP1,1,203,ENSG00000079999
Glandular*,KIAA0513,1,203,ENSG00000135709
Glandular*,KIAA1217,1,203,ENSG00000120549
Glandular*,KIAA1524,1,203,
Glandular*,KIAA2012,1,203,ENSG00000182329
Glandular*,KIF16B,1,203,ENSG00000089177
Glandular*,KIF6,1,203,ENSG00000164627
Glandular*,KIR2DL4,1,203,ENSG00000189013
Glandular*,KISS1,1,203,ENSG00000170498
Glandular*,KLF16,1,203,ENSG00000129911
Glandular*,KLF3,1,203,ENSG00000109787
Glandular*,KLF7,1,203,ENSG00000118263
Glandular*,KLHL20,1,203,ENSG00000076321
Glandular*,KLHL3,1,203,ENSG00000146021
Glandular*,KLHL36,1,203,ENSG00000135686
Glandular*,KLK11,1,203,ENSG00000167757
Glandular*,KMT2A,1,203,ENSG00000118058
Glandular*,KMT2B,1,203,ENSG00000272333
Glandular*,KNCN,1,203,ENSG00000162456
Glandular*,KNTC1,1,203,ENSG00000184445
Glandular*,KRT13,1,203,ENSG00000171401
Glandular*,KRT16,1,203,ENSG00000186832
Glandular*,KRT17,1,203,ENSG00000128422
Glandular*,KRT18,1,203,ENSG00000111057
Glandular*,KRT25,1,203,ENSG00000204897
Glandular*,KRTAP2-2,1,203,ENSG00000214518
Glandular*,KRTAP29-1,1,203,ENSG00000212658
Glandular*,KRTAP4-4,1,203,ENSG00000171396
Glandular*,KRTAP4-6,1,203,ENSG00000198090
Glandular*,KRTAP9-9,1,203,ENSG00000198083
Glandular*,LAMA1,1,203,ENSG00000101680
Glandular*,LAMB2,1,203,ENSG00000172037
Glandular*,LARP1,1,203,ENSG00000155506
Glandular*,LARP4,1,203,ENSG00000161813
Glandular*,LCK,1,203,ENSG00000182866
Glandular*,LDB1,1,203,ENSG00000198728
Glandular*,LGALS7B,1,203,ENSG00000178934
Glandular*,LHX1,1,203,ENSG00000273706
Glandular*,LHX3,1,203,ENSG00000107187
Glandular*,LHX5,1,203,ENSG00000089116
Glandular*,LIG1,1,203,ENSG00000105486
Glandular*,LIMS4,1,203,ENSG00000256671
Glandular*,LIN7A,1,203,ENSG00000111052
Glandular*,LINC01549,1,203,
Glandular*,LINC01587,1,203,ENSG00000082929
Glandular*,LINGO1,1,203,ENSG00000169783
Glandular*,LIPE,1,203,ENSG00000079435
Glandular*,LIPT1,1,203,ENSG00000144182
Glandular*,LLGL1,1,203,ENSG00000131899
Glandular*,LMAN1L,1,203,ENSG00000140506
Glandular*,LMX1B,1,203,ENSG00000136944
Glandular*,LRG1,1,203,ENSG00000171236
Glandular*,LSR,1,203,ENSG00000105699
Glandular*,LYPD3,1,203,ENSG00000124466
Glandular*,LYRM7,1,203,ENSG00000186687
Glandular*,MAG,1,203,ENSG00000105695
Glandular*,MANBA,1,203,ENSG00000109323
Glandular*,MANF,1,203,ENSG00000145050
Glandular*,MAP2K4,1,203,ENSG00000065559
Glandular*,MAP3K14,1,203,ENSG00000006062
Glandular*,MAP3K2,1,203,ENSG00000169967
Glandular*,MAPK7,1,203,ENSG00000166484
Glandular*,MAPKAPK2,1,203,ENSG00000162889
Glandular*,MAPRE1,1,203,ENSG00000101367
Glandular*,MARCH5,1,203,
Glandular*,MARK1,1,203,ENSG00000116141
Glandular*,MARK3,1,203,ENSG00000075413
Glandular*,MATK,1,203,ENSG00000007264
Glandular*,MBD3L4,1,203,ENSG00000205718
Glandular*,MBTD1,1,203,ENSG00000011258
Glandular*,MC5R,1,203,ENSG00000176136
Glandular*,MCTP1,1,203,ENSG00000175471
Glandular*,MDH2,1,203,ENSG00000146701
Glandular*,MDK,1,203,ENSG00000110492
Glandular*,MED15,1,203,ENSG00000099917
Glandular*,MEF2C,1,203,ENSG00000081189
Glandular*,METTL2A,1,203,ENSG00000087995
Glandular*,MFAP4,1,203,ENSG00000166482
Glandular*,MGAT4B,1,203,ENSG00000161013
Glandular*,MGRN1,1,203,ENSG00000102858
Glandular*,MIB1,1,203,ENSG00000101752
Glandular*,MICAL1,1,203,ENSG00000135596
Glandular*,MIEF2,1,203,ENSG00000177427
Glandular*,MINOS1,1,203,
Glandular*,MIOS,1,203,ENSG00000164654
Glandular*,MIR103B1,1,203,ENSG00000283612
Glandular*,MIR1228,1,203,ENSG00000221365
Glandular*,MIR1299,1,203,ENSG00000275377
Glandular*,MIR130B,1,203,ENSG00000283871
Glandular*,MIR149,1,203,ENSG00000207611
Glandular*,MIR181C,1,203,ENSG00000207613
Glandular*,MIR199A1,1,203,ENSG00000207752
Glandular*,MIR2054,1,203,ENSG00000283550
Glandular*,MIR297,1,203,ENSG00000215961
Glandular*,MIR3156-2,1,203,ENSG00000265499
Glandular*,MIR3159,1,203,ENSG00000264603
Glandular*,MIR3620,1,203,ENSG00000284163
Glandular*,MIR3652,1,203,ENSG00000284503
Glandular*,MIR3661,1,203,ENSG00000266751
Glandular*,MIR378A,1,203,ENSG00000199047
Glandular*,MIR3907,1,203,ENSG00000265810
Glandular*,MIR3943,1,203,ENSG00000264069
Glandular*,MIR4267,1,203,ENSG00000265682
Glandular*,MIR4283-2,1,203,ENSG00000265214
Glandular*,MIR4290,1,203,ENSG00000263967
Glandular*,MIR4426,1,203,ENSG00000283795
Glandular*,MIR4432,1,203,ENSG00000266078
Glandular*,MIR4442,1,203,ENSG00000283971
Glandular*,MIR4503,1,203,ENSG00000266327
Glandular*,MIR4516,1,203,ENSG00000265867
Glandular*,MIR4637,1,203,ENSG00000264792
Glandular*,MIR4638,1,203,ENSG00000264732
Glandular*,MIR4646,1,203,ENSG00000266776
Glandular*,MIR4662B,1,203,ENSG00000263735
Glandular*,MIR4679-1,1,203,ENSG00000283664
Glandular*,MIR4734,1,203,ENSG00000275238
Glandular*,MIR4769,1,203,ENSG00000263858
Glandular*,MIR518F,1,203,ENSG00000207706
Glandular*,MIR5193,1,203,ENSG00000283726
Glandular*,MIR527,1,203,ENSG00000207979
Glandular*,MIR548A1,1,203,ENSG00000207775
Glandular*,MIR549A,1,203,ENSG00000208003
Glandular*,MIR562,1,203,ENSG00000207626
Glandular*,MIR6165,1,203,ENSG00000277478
Glandular*,MIR629,1,203,ENSG00000207965
Glandular*,MIR637,1,203,ENSG00000283928
Glandular*,MIR6511B2,1,203,ENSG00000283346
Glandular*,MIR671,1,203,ENSG00000284191
Glandular*,MIR6782,1,203,ENSG00000275107
Glandular*,MIR6783,1,203,ENSG00000278223
Glandular*,MIR6791,1,203,ENSG00000283950
Glandular*,MIR6795,1,203,ENSG00000275711
Glandular*,MIR6800,1,203,ENSG00000284114
Glandular*,MIR6804,1,203,ENSG00000275519
Glandular*,MIR6813,1,203,ENSG00000274034
Glandular*,MIR6815,1,203,ENSG00000275167
Glandular*,MIR6844,1,203,ENSG00000284087
Glandular*,MIR6848,1,203,ENSG00000284229
Glandular*,MIR6849,1,203,ENSG00000283770
Glandular*,MIR6859-1,1,203,ENSG00000278267
Glandular*,MIR6859-2,1,203,ENSG00000273874
Glandular*,MIR6859-3,1,203,ENSG00000275449
Glandular*,MIR6887,1,203,ENSG00000284065
Glandular*,MIR6891,1,203,ENSG00000277402
Glandular*,MIR6893,1,203,ENSG00000276598
Glandular*,MIR7111,1,203,ENSG00000276712
Glandular*,MIR939,1,203,ENSG00000284310
Glandular*,MMACHC,1,203,ENSG00000132763
Glandular*,MMD,1,203,ENSG00000108960
Glandular*,MNT,1,203,ENSG00000070444
Glandular*,MPO,1,203,ENSG00000005381
Glandular*,MRM3,1,203,ENSG00000171861
Glandular*,MROH2B,1,203,ENSG00000171495
Glandular*,MRPS2,1,203,ENSG00000122140
Glandular*,MTFP1,1,203,ENSG00000242114
Glandular*,MTFR1,1,203,ENSG00000066855
Glandular*,MTR,1,203,ENSG00000116984
Glandular*,MTRNR2L2,1,203,
Glandular*,MUC5B,1,203,ENSG00000117983
Glandular*,MYCN,1,203,ENSG00000134323
Glandular*,MYL2,1,203,ENSG00000111245
Glandular*,MYO19,1,203,ENSG00000278259
Glandular*,MYO1A,1,203,ENSG00000166866
Glandular*,N4BP1,1,203,ENSG00000102921
Glandular*,NAGS,1,203,ENSG00000161653
Glandular*,NANOS1,1,203,ENSG00000188613
Glandular*,NANS,1,203,ENSG00000095380
Glandular*,NBPF1,1,203,ENSG00000219481
Glandular*,NBPF14,1,203,ENSG00000270629
Glandular*,NBPF4,1,203,ENSG00000196427
Glandular*,NBR1,1,203,ENSG00000188554
Glandular*,NCBP3,1,203,ENSG00000074356
Glandular*,NCF4,1,203,ENSG00000100365
Glandular*,NCKAP1,1,203,ENSG00000061676
Glandular*,NCLN,1,203,ENSG00000125912
Glandular*,NCOA3,1,203,ENSG00000124151
Glandular*,NCOR1,1,203,ENSG00000141027
Glandular*,NDUFA2,1,203,ENSG00000131495
Glandular*,NDUFB5,1,203,ENSG00000136521
Glandular*,NDUFS3,1,203,ENSG00000213619
Glandular*,NDUFV1,1,203,ENSG00000167792
Glandular*,NDUFV2,1,203,ENSG00000178127
Glandular*,NEB,1,203,ENSG00000183091
Glandular*,NEU4,1,203,ENSG00000204099
Glandular*,NFAT5,1,203,ENSG00000102908
Glandular*,NHLRC4,1,203,ENSG00000257108
Glandular*,NIM1K,1,203,ENSG00000177453
Glandular*,NIT2,1,203,ENSG00000114021
Glandular*,NKTR,1,203,ENSG00000114857
Glandular*,NKX2-1,1,203,ENSG00000136352
Glandular*,NKX6-3,1,203,ENSG00000165066
Glandular*,NME3,1,203,ENSG00000103024
Glandular*,NME6,1,203,ENSG00000172113
Glandular*,NOA1,1,203,ENSG00000084092
Glandular*,NOL4L,1,203,ENSG00000197183
Glandular*,NOX1,1,203,ENSG00000007952
Glandular*,NPIPA1,1,203,ENSG00000183426
Glandular*,NPIPA2,1,203,ENSG00000183426
Glandular*,NPIPA3,1,203,ENSG00000224712
Glandular*,NPR1,1,203,ENSG00000169418
Glandular*,NPTX1,1,203,ENSG00000171246
Glandular*,NPVF,1,203,ENSG00000105954
Glandular*,NQO1,1,203,ENSG00000181019
Glandular*,NR1D1,1,203,ENSG00000126368
Glandular*,NR1H2,1,203,ENSG00000131408
Glandular*,NR1H3,1,203,ENSG00000025434
Glandular*,NRSN1,1,203,ENSG00000152954
Glandular*,NT5DC2,1,203,ENSG00000168268
Glandular*,NTNG1,1,203,ENSG00000162631
Glandular*,NUBPL,1,203,ENSG00000151413
Glandular*,NUP58,1,203,ENSG00000139496
Glandular*,NYNRIN,1,203,ENSG00000205978
Glandular*,OGFOD3,1,203,ENSG00000181396
Glandular*,OMP,1,203,ENSG00000254550
Glandular*,ONECUT2,1,203,ENSG00000119547
Glandular*,OPHN1,1,203,ENSG00000079482
Glandular*,OPLAH,1,203,ENSG00000178814
Glandular*,OR11H4,1,203,ENSG00000176198
Glandular*,OR13G1,1,203,ENSG00000197437
Glandular*,OR2T2,1,203,ENSG00000196240
Glandular*,OR4C13,1,203,ENSG00000258817
Glandular*,OR4F29,1,203,ENSG00000284733
Glandular*,OR4K15,1,203,ENSG00000169488
Glandular*,OR51G1,1,203,ENSG00000278870
Glandular*,OR5A1,1,203,ENSG00000172320
Glandular*,OR5AN1,1,203,ENSG00000176495
Glandular*,OR5T3,1,203,ENSG00000172489
Glandular*,OR9I1,1,203,ENSG00000172377
Glandular*,OSR1,1,203,ENSG00000143867
Glandular*,OTUD5,1,203,ENSG00000068308
Glandular*,OXSM,1,203,ENSG00000151093
Glandular*,PAK4,1,203,ENSG00000130669
Glandular*,PAPPA2,1,203,ENSG00000116183
Glandular*,PAQR6,1,203,ENSG00000160781
Glandular*,PARG,1,203,ENSG00000227345
Glandular*,PATL1,1,203,ENSG00000166889
Glandular*,PAX9,1,203,ENSG00000198807
Glandular*,PCDHA11,1,203,ENSG00000249158
Glandular*,PCDHA4,1,203,ENSG00000204967
Glandular*,PCDHA9,1,203,ENSG00000204961
Glandular*,PCDHGA2,1,203,ENSG00000081853
Glandular*,PCDHGA7,1,203,ENSG00000253537
Glandular*,PCDHGA8,1,203,ENSG00000253767
Glandular*,PCK2,1,203,ENSG00000100889
Glandular*,PCYT2,1,203,ENSG00000185813
Glandular*,PDCD2L,1,203,ENSG00000126249
Glandular*,PDCD4,1,203,ENSG00000150593
Glandular*,PDCL3,1,203,ENSG00000115539
Glandular*,PDE12,1,203,ENSG00000174840
Glandular*,PDE4A,1,203,ENSG00000065989
Glandular*,PDHA1,1,203,ENSG00000131828
Glandular*,PDHB,1,203,ENSG00000168291
Glandular*,PDLIM7,1,203,ENSG00000196923
Glandular*,PDPR,1,203,ENSG00000090857
Glandular*,PEBP1,1,203,ENSG00000089220
Glandular*,PEBP4,1,203,ENSG00000134020
Glandular*,PEX10,1,203,ENSG00000157911
Glandular*,PFDN4,1,203,ENSG00000101132
Glandular*,PGAM5,1,203,ENSG00000247077
Glandular*,PGAP2,1,203,ENSG00000148985
Glandular*,PGLYRP4,1,203,ENSG00000163218
Glandular*,PHF12,1,203,ENSG00000109118
Glandular*,PHIP,1,203,ENSG00000146247
Glandular*,PHLDB2,1,203,ENSG00000144824
Glandular*,PI16,1,203,ENSG00000164530
Glandular*,PICK1,1,203,ENSG00000100151
Glandular*,PIGL,1,203,ENSG00000108474
Glandular*,PIGS,1,203,ENSG00000087111
Glandular*,PIH1D1,1,203,ENSG00000104872
Glandular*,PIK3CA,1,203,ENSG00000121879
Glandular*,PKLR,1,203,ENSG00000143627
Glandular*,PKN2,1,203,ENSG00000065243
Glandular*,PLPP2,1,203,ENSG00000141934
Glandular*,PMAIP1,1,203,ENSG00000141682
Glandular*,PMF1-BGLAP,1,203,ENSG00000260238
Glandular*,PNKP,1,203,ENSG00000039650
Glandular*,PNPLA5,1,203,ENSG00000100341
Glandular*,POLR2J3,1,203,ENSG00000285437
Glandular*,POSTN,1,203,ENSG00000133110
Glandular*,POTEJ,1,203,ENSG00000222038
Glandular*,POU2AF1,1,203,ENSG00000110777
Glandular*,PPAN-P2RY11,1,203,ENSG00000243207
Glandular*,PPFIBP1,1,203,ENSG00000110841
Glandular*,PPIAL4A,1,203,ENSG00000263353
Glandular*,PPIAL4C,1,203,ENSG00000288867
Glandular*,PPME1,1,203,ENSG00000214517
Glandular*,PPP1R12C,1,203,ENSG00000125503
Glandular*,PPP3CB,1,203,ENSG00000107758
Glandular*,PRAMEF1,1,203,ENSG00000116721
Glandular*,PRAMEF15,1,203,ENSG00000204501
Glandular*,PRAMEF5,1,203,ENSG00000270601
Glandular*,PREX1,1,203,ENSG00000124126
Glandular*,PRKAG2,1,203,ENSG00000106617
Glandular*,PRMT7,1,203,ENSG00000132600
Glandular*,PRPH,1,203,ENSG00000135406
Glandular*,PRR12,1,203,ENSG00000126464
Glandular*,PRR20E,1,203,ENSG00000234278
Glandular*,PRR22,1,203,ENSG00000212123
Glandular*,PRR5-ARHGAP8,1,203,ENSG00000248405
Glandular*,PRSS57,1,203,ENSG00000185198
Glandular*,PTAR1,1,203,ENSG00000188647
Glandular*,PTGES3L,1,203,ENSG00000267060
Glandular*,PTGES3L-AARSD1,1,203,ENSG00000108825
Glandular*,PTPN13,1,203,ENSG00000163629
Glandular*,PTPN22,1,203,ENSG00000134242
Glandular*,PYGO2,1,203,ENSG00000163348
